participant_id,condition,month,round,cell_index,decision_type,direction,followed,available_snapshot,invested,cas,literacy,is_HCI
P35,llm-reasoning,2,1,5,follow,follow,1,164.99,90.43,0.5480938239,2,1
P35,llm-reasoning,2,2,6,decline,follow,0,91.13,,,2,1
P35,llm-reasoning,2,3,7,zero_optout,follow,0,158.76,0.00,,2,1
P35,llm-reasoning,2,4,8,unfollow,unfollow,1,74.92,78.18,,2,1
P35,llm-reasoning,3,1,9,follow,follow,1,169.16,56.38,0.3332939229,2,1
P35,llm-reasoning,3,2,10,follow,follow,1,89.48,62.11,0.6941215914,2,1
P35,llm-reasoning,3,3,11,follow,follow,1,174.47,140.38,0.8046082421,2,1
P35,llm-reasoning,3,4,12,unfollow,unfollow,1,111.46,70.25,,2,1
P35,llm-reasoning,4,1,13,decline,follow,0,169.28,,,2,1
P35,llm-reasoning,4,2,14,follow,follow,1,144.15,27.51,0.1908428720,2,1
P35,llm-reasoning,4,3,15,follow,follow,1,155.65,113.23,0.7274654674,2,1
P35,llm-reasoning,4,4,16,decline,unfollow,0,151.13,,,2,1
P35,llm-reasoning,5,1,17,follow,follow,1,149.25,86.42,0.5790284757,2,1
P35,llm-reasoning,5,2,18,follow,follow,1,138.02,53.06,0.3844370381,2,1
P35,llm-reasoning,5,3,19,follow,follow,1,177.33,50.31,0.2837083404,2,1
P35,llm-reasoning,5,4,20,unfollow,unfollow,1,162.78,59.56,,2,1
P36,llm-control,1,1,1,follow,follow,1,66.34,33.31,0.5021103407,3,0
P36,llm-control,1,2,2,zero_optout,follow,0,140.80,0.00,,3,0
P36,llm-control,1,3,3,decline,follow,0,121.54,,,3,0
P36,llm-control,1,4,4,decline,unfollow,0,155.69,,,3,0
P36,llm-control,2,1,5,follow,follow,1,102.33,71.09,0.6947131828,3,0
P36,llm-control,2,2,6,follow,follow,1,148.65,65.78,0.4425159771,3,0
P36,llm-control,2,3,7,follow,follow,1,70.06,33.68,0.4807308022,3,0
P36,llm-control,2,4,8,unfollow,unfollow,1,78.11,64.62,,3,0
P36,llm-control,3,1,9,follow,follow,1,172.12,48.26,0.2803857774,3,0
P36,llm-control,3,2,10,follow,follow,1,154.92,84.29,0.5440872708,3,0
P36,llm-control,3,3,11,follow,follow,1,151.05,64.37,0.4261502814,3,0
P36,llm-control,3,4,12,unfollow,unfollow,1,155.14,21.00,,3,0
P36,llm-control,4,1,13,decline,follow,0,171.85,,,3,0
P36,llm-control,4,2,14,follow,follow,1,121.23,58.42,0.4818939206,3,0
P36,llm-control,4,3,15,follow,follow,1,132.17,36.42,0.2755542105,3,0
P36,llm-control,4,4,16,unfollow,unfollow,1,137.87,32.13,,3,0
P36,llm-control,5,1,17,follow,follow,1,149.05,47.58,0.3192217377,3,0
P36,llm-control,5,2,18,follow,follow,1,183.41,45.37,0.2473692819,3,0
P36,llm-control,5,3,19,follow,follow,1,174.82,103.53,0.5922091294,3,0
P36,llm-control,5,4,20,unfollow,unfollow,1,106.79,73.42,,3,0
P37,llm-reasoning,1,1,1,follow,follow,1,65.24,47.02,0.7207234825,2,1
P37,llm-reasoning,1,2,2,follow,follow,1,82.02,36.65,0.4468422336,2,1
P37,llm-reasoning,1,3,3,follow,follow,1,108.41,38.43,0.3544875934,2,1
P37,llm-reasoning,1,4,4,unfollow,unfollow,1,79.24,66.95,,2,1
P37,llm-reasoning,2,1,5,follow,follow,1,118.71,60.57,0.5102350265,2,1
P37,llm-reasoning,2,2,6,follow,follow,1,76.48,64.56,0.8441422594,2,1
P37,llm-reasoning,2,3,7,follow,follow,1,166.95,90.04,0.5393231506,2,1
P37,llm-reasoning,2,4,8,unfollow,unfollow,1,86.60,10.31,,2,1
P37,llm-reasoning,3,1,9,decline,follow,0,89.08,,,2,1
P37,llm-reasoning,3,2,10,follow,follow,1,96.84,53.98,0.5574142916,2,1
P37,llm-reasoning,3,3,11,follow,follow,1,139.25,73.03,0.5244524237,2,1
P37,llm-reasoning,3,4,12,unfollow,unfollow,1,138.54,66.65,,2,1
P37,llm-reasoning,4,1,13,follow,follow,1,127.24,88.88,0.6985224772,2,1
P37,llm-reasoning,4,2,14,zero_optout,follow,0,185.18,0.00,,2,1
P37,llm-reasoning,4,3,15,follow,follow,1,152.20,133.70,0.8784494087,2,1
P37,llm-reasoning,4,4,16,unfollow,unfollow,1,143.44,33.72,,2,1
P37,llm-reasoning,5,1,17,follow,follow,1,132.20,63.79,0.4825264750,2,1
P37,llm-reasoning,5,2,18,follow,follow,1,162.48,86.72,0.5337272280,2,1
P37,llm-reasoning,5,3,19,follow,follow,1,106.31,60.41,0.5682438153,2,1
P37,llm-reasoning,5,4,20,unfollow,unfollow,1,145.28,79.15,,2,1
P38,llm-reasoning,1,1,1,decline,follow,0,75.92,,,3,1
P38,llm-reasoning,1,2,2,decline,follow,0,145.01,,,3,1
P38,llm-reasoning,1,3,3,follow,follow,1,143.34,78.80,0.5497418725,3,1
P38,llm-reasoning,1,4,4,decline,unfollow,0,129.56,,,3,1
P38,llm-reasoning,2,1,5,follow,follow,1,81.96,15.67,0.1911908248,3,1
P38,llm-reasoning,2,2,6,follow,follow,1,119.60,37.43,0.3129598662,3,1
P38,llm-reasoning,2,3,7,follow,follow,1,92.91,36.69,0.3948982887,3,1
P38,llm-reasoning,2,4,8,unfollow,unfollow,1,133.17,34.13,,3,1
P38,llm-reasoning,3,1,9,follow,follow,1,136.72,29.62,0.2166471621,3,1
P38,llm-reasoning,3,2,10,follow,follow,1,101.17,50.04,0.4946130276,3,1
P38,llm-reasoning,3,3,11,follow,follow,1,106.04,32.18,0.3034703885,3,1
P38,llm-reasoning,3,4,12,unfollow,unfollow,1,176.82,42.16,,3,1
P38,llm-reasoning,4,1,13,decline,follow,0,95.49,,,3,1
P38,llm-reasoning,4,2,14,follow,follow,1,90.76,29.82,0.3285588365,3,1
P38,llm-reasoning,4,3,15,follow,follow,1,152.07,98.40,0.6470704281,3,1
P38,llm-reasoning,4,4,16,unfollow,unfollow,1,129.96,58.60,,3,1
P38,llm-reasoning,5,1,17,follow,follow,1,153.88,105.69,0.6868338965,3,1
P38,llm-reasoning,5,2,18,follow,follow,1,142.23,73.55,0.5171201575,3,1
P38,llm-reasoning,5,3,19,follow,follow,1,158.67,86.39,0.5444633516,3,1
P38,llm-reasoning,5,4,20,unfollow,unfollow,1,164.08,18.91,,3,1
P39,llm-reasoning,1,1,1,decline,follow,0,60.13,,,2,1
P39,llm-reasoning,1,2,2,follow,follow,1,60.56,49.29,0.8139035667,2,1
P39,llm-reasoning,1,3,3,zero_optout,follow,0,86.80,0.00,,2,1
P39,llm-reasoning,1,4,4,unfollow,unfollow,1,141.05,79.85,,2,1
P39,llm-reasoning,2,1,5,follow,follow,1,96.20,54.91,0.5707900208,2,1
P39,llm-reasoning,2,2,6,zero_optout,follow,0,73.95,0.00,,2,1
P39,llm-reasoning,2,3,7,follow,follow,1,83.36,50.25,0.6028071017,2,1
P39,llm-reasoning,2,4,8,decline,unfollow,0,126.85,,,2,1
P39,llm-reasoning,3,1,9,follow,follow,1,145.79,69.67,0.4778791412,2,1
P39,llm-reasoning,3,2,10,follow,follow,1,131.63,42.31,0.3214312847,2,1
P39,llm-reasoning,3,3,11,follow,follow,1,127.51,34.96,0.2741745745,2,1
P39,llm-reasoning,3,4,12,decline,unfollow,0,143.35,,,2,1
P39,llm-reasoning,4,1,13,follow,follow,1,140.85,107.67,0.7644302449,2,1
P39,llm-reasoning,4,2,14,follow,follow,1,97.15,73.94,0.7610910962,2,1
P39,llm-reasoning,4,3,15,follow,follow,1,132.64,68.30,0.5149276236,2,1
P39,llm-reasoning,4,4,16,unfollow,unfollow,1,114.40,38.00,,2,1
P39,llm-reasoning,5,1,17,follow,follow,1,118.33,71.56,0.6047494296,2,1
P39,llm-reasoning,5,2,18,decline,follow,0,177.62,,,2,1
P39,llm-reasoning,5,3,19,follow,follow,1,126.09,28.12,0.2230153065,2,1
P39,llm-reasoning,5,4,20,unfollow,unfollow,1,116.47,37.27,,2,1
P40,llm-control,1,1,1,follow,follow,1,73.07,33.91,0.4640755440,1,0
P40,llm-control,1,2,2,decline,follow,0,122.38,,,1,0
P40,llm-control,1,3,3,follow,follow,1,63.37,17.93,0.2829414549,1,0
P40,llm-control,1,4,4,unfollow,unfollow,1,92.66,50.84,,1,0
P40,llm-control,2,1,5,decline,follow,0,143.23,,,1,0
P40,llm-control,2,2,6,zero_optout,follow,0,123.85,0.00,,1,0
P40,llm-control,2,3,7,follow,follow,1,98.42,48.37,0.4914651494,1,0
P40,llm-control,2,4,8,unfollow,unfollow,1,136.45,41.70,,1,0
P40,llm-control,3,1,9,follow,follow,1,84.19,36.71,0.4360375341,1,0
P40,llm-control,3,2,10,zero_optout,follow,0,168.04,0.00,,1,0
P40,llm-control,3,3,11,follow,follow,1,92.37,67.39,0.7295658764,1,0
P40,llm-control,3,4,12,unfollow,unfollow,1,144.87,46.87,,1,0
P40,llm-control,4,1,13,zero_optout,follow,0,114.64,0.00,,1,0
P40,llm-control,4,2,14,follow,follow,1,139.48,101.21,0.7256237453,1,0
P40,llm-control,4,3,15,follow,follow,1,157.97,33.77,0.2137747674,1,0
P40,llm-control,4,4,16,decline,unfollow,0,176.45,,,1,0
P40,llm-control,5,1,17,follow,follow,1,130.65,93.15,0.7129735936,1,0
P40,llm-control,5,2,18,follow,follow,1,119.94,67.53,0.5630315158,1,0
P40,llm-control,5,3,19,follow,follow,1,133.90,27.89,0.2082897685,1,0
P40,llm-control,5,4,20,unfollow,unfollow,1,177.83,13.95,,1,0
